WshedID,BASINID,Ditch_ID,AreaM2,CellCount,RainMeanMM,RainSumMM,AB_Sum,AS_Sum,ES_Sum,LC_Sum,MG_Sum,NG_Sum,SH_Sum,SS_Sum,,AB_E,AS_E,ES_E,LC_E,MG_E,NG_E,SH_E,SS_E
36,250,,87100,871,2619,2281000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
36,251,,192900,1929,2670,5151170,329,216,0,503,0,270,0,134,,329,216,0,503,0,270,0,134
36,252,,105300,1053,2636,2775630,164,151,0,258,0,197,0,102,,164,151,0,258,0,197,0,102
36,253,,1198100,11981,3331,39907100,2061,1024,0,2248,0,726,0,681,,2061,1024,0,2248,0,726,0,681
36,254,,56200,562,3947,2217970,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
36,255,,120700,1207,3905,4713500,624,18,0,262,0,2,0,5,,624,18,0,262,0,2,0,5
36,256,,90700,907,3884,3522860,95,15,0,48,0,8,0,14,,95,15,0,48,0,8,0,14
36,257,,8800,88,3872,340743,47,7,0,24,0,2,0,7,,47,7,0,24,0,2,0,7
36,258,,62500,625,3685,2302880,243,15,0,116,0,4,0,7,,243,15,0,116,0,4,0,7
36,259,,104500,1045,3850,4022790,574,22,0,244,0,4,0,9,,574,22,0,244,0,4,0,9
36,260,,227300,2273,3792,8618400,734,72,0,436,0,13,0,30,,734,72,0,436,0,13,0,30
36,261,,33700,337,3346,1127470,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
36,262,,74900,749,3388,2537590,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
36,263,,298100,2981,3617,10783200,870,52,0,411,0,10,0,23,,870,52,0,411,0,10,0,23
36,264,,127500,1275,3926,5005410,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
36,265,,600400,6004,3458,20763600,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
36,266,,648900,6489,3958,25685800,1195,36,0,503,0,5,0,11,,1195,36,0,503,0,5,0,11
36,267,,693900,6939,4245,29454300,1198,111,0,590,0,31,0,86,,1198,111,0,590,0,31,0,86
36,268,,51200,512,3947,2021110,126,6,0,54,0,1,0,3,,126,6,0,54,0,1,0,3
36,269,,3893700,38937,4507,175481000,7876,53,0,1851,0,3,0,7,,7876,53,0,1851,0,3,0,7
36,270,,8153100,81531,3804,310155000,11534,77,0,1962,0,6,0,14,,11534,77,0,1962,0,6,0,14
37,271,,479600,4796,1902,9119860,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
38,272,,824200,8242,1987,16376300,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
38,273,,335800,3358,2270,7624010,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
39,274,,1283000,12830,2001,25676600,143,341,2,230,111,173,0,225,,143,341,2,230,111,173,0,225
39,275,,484600,4846,2240,10852700,60,91,0,106,3,50,0,45,,60,91,0,106,3,50,0,45
39,276,,550900,5509,2616,14411200,99,107,0,180,0,51,0,44,,99,107,0,180,0,51,0,44
39,277,,3061100,30611,2802,85759200,705,516,0,921,0,217,0,235,,705,516,0,921,0,217,0,235
40,278,,754600,7546,1878,14171400,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
40,279,,103600,1036,1974,2044920,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
40,280,,293900,2939,2038,5990950,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
41,281,,667200,6672,1883,12561600,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
42,282,,1823200,18232,1976,36025800,225,496,5,296,90,212,1,274,,225,496,5,296,90,212,1,274
42,283,,212200,2122,2248,4769620,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
42,284,,72300,723,2196,1587500,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
42,285,,176300,1763,2288,4033450,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
42,286,,770100,7701,2537,19538100,104,104,0,134,0,39,0,42,,104,104,0,134,0,39,0,42
43,287,,839300,8393,1875,15737200,152,535,14,189,123,180,3,345,,152,535,14,189,123,180,3,345
43,288,,596500,5965,2023,12068500,216,306,0,241,26,114,0,133,,216,306,0,241,26,114,0,133
43,289,,344000,3440,2260,7773280,26,24,0,31,0,12,0,9,,26,24,0,31,0,12,0,9
43,290,,831700,8317,2434,20244300,391,178,0,429,0,48,0,73,,391,178,0,429,0,48,0,73
43,291,,4633900,46339,3027,140249000,2085,417,0,1178,0,82,0,189,,2085,417,0,1178,0,82,0,189
43,292,,438500,4385,2673,11721000,211,48,0,128,0,6,0,26,,211,48,0,128,0,6,0,26
43,293,,1976500,19765,3378,66770000,1052,91,0,389,0,7,0,51,,1052,91,0,389,0,7,0,51
44,294,,1140500,11405,1892,21574300,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
44,295,,485500,4855,2124,10311700,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
45,296,,1164900,11649,1805,21024600,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
45,297,,1787700,17877,2079,37171800,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
45,298,,1751200,17512,2621,45892200,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
46,299,,2749100,27491,1788,49161300,295,463,30,344,93,169,20,199,,295,463,30,344,93,169,20,199
46,300,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
46,301,,829000,8290,1707,14147200,75,59,0,96,0,29,0,17,,75,59,0,96,0,29,0,17
46,302,,976900,9769,1713,16730100,72,38,0,83,0,21,0,10,,72,38,0,83,0,21,0,10
46,303,,815100,8151,1796,14640000,194,88,0,258,0,28,0,24,,194,88,0,258,0,28,0,24
46,304,,1985500,19855,1830,36331300,285,54,0,195,0,6,0,19,,285,54,0,195,0,6,0,19
46,305,,1852400,18524,1856,34385200,259,148,0,338,0,71,0,40,,259,148,0,338,0,71,0,40
46,306,,1252900,12529,2030,25431100,234,108,0,315,0,35,0,29,,234,108,0,315,0,35,0,29
46,307,,143900,1439,1984,2854880,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
46,308,,4692900,46929,2277,106853000,989,94,0,459,0,7,0,31,,989,94,0,459,0,7,0,31
